ID	Pergunta	Alternativa A	Alternativa B	Alternativa C	Alternativa D	Resposta Correta	Dica	Dificuldade
34	No contexto do design do Scratch, o princípio de "Paredes Amplas" (Wide Walls) foi implementado para garantir o quê?	Que a plataforma acomode e suporte uma ampla diversidade de interesses e perfis de usuários, permitindo a criação de jogos, histórias animadas, arte e simulações na mesma interface.	Que o software opere exclusivamente em monitores de grande escala física, impedindo o uso em dispositivos móveis ou tablets educacionais compactos.	Que o sistema exija conhecimentos de geometria avançada para o cálculo de colisão entre os personagens vetoriais desenhados na tela gráfica de execução.	Que os projetos criados sejam obrigatoriamente padronizados para facilitar a comercialização dos códigos em mercados corporativos de software aberto.	Alternativa A	A ferramenta não deve ditar o estilo de expressão; ela deve ser versátil o suficiente para abraçar múltiplas rotas criativas.	Média
35	Resnick refuta a divisão estrita entre a aprendizagem focada em "Artes" e a focada em "Lógica/Tecnologia" (STEM). Qual é o seu argumento central?	A tecnologia atua como um novo material expressivo plástico; projetos criativos significativos exigem a integração indissociável entre o rigor lógico e a intencionalidade estética ou narrativa.	O ensino de artes deve ser completamente digitalizado, proibindo o uso de tintas, argila e instrumentos acústicos nas escolas para forçar a alfabetização em computadores.	A lógica computacional é inata e deve ser ensinada isoladamente, enquanto as artes requerem a presença de professores externos especializados em design industrial.	A integração dessas áreas encarece demasiadamente o orçamento escolar, devendo ser substituída por plataformas automatizadas de ditado e correção gramatical ortográfica.	Alternativa A	A codificação não é apenas uma ferramenta de cálculo, mas um meio de comunicação e expressão de ideias complexas e subjetivas.	Média
36	O que justifica o design do Scratch não apresentar mensagens textuais de erro de sintaxe (syntax errors) para os usuários iniciantes?	Assegurar o "Piso Baixo" (Low Floor); o encaixe visual dos blocos impede estruturas inválidas, eliminando a frustração sintática inicial e permitindo que o aluno foque estritamente na lógica semântica e sistêmica do projeto.	Forçar o estudante a utilizar tentativa e erro cega para descobrir as regras de compilação da linguagem de máquina estruturada no núcleo do sistema operacional.	Economizar processamento dos servidores em nuvem, visto que a geração de mensagens de erro consome largura de banda excessiva em redes escolares locais.	Garantir que os professores não precisem avaliar o código dos alunos, baseando as notas apenas na aparência visual final dos personagens e cenários gráficos.	Alternativa A	Ao eliminar a possibilidade de digitar um comando estruturalmente errado, o obstáculo mecânico é removido, priorizando o raciocínio heurístico.	Média
37	No livro, como a prática da "Remixagem" em plataformas digitais redefine a colaboração baseada no pilar "Pares" (Peers)?	A remixagem transforma a apropriação, o estudo e a modificação do código de terceiros em um processo legítimo de aprendizagem em rede e inspiração mútua, desconstruindo a noção de plágio isolacionista.	A remixagem obriga os alunos a trabalharem no mesmo computador físico simultaneamente, garantindo que o controle de versão do software seja feito presencialmente no laboratório.	A remixagem é tratada como uma infração grave de direitos autorais que resulta no bloqueio da conta do usuário, visando proteger a propriedade intelectual corporativa acadêmica.	A remixagem exige que o aluno apague o projeto original e reescreva todo o algoritmo de memória para comprovar a assimilação da lógica estrutural procedimental desenvolvida pelo colega.	Alternativa A	A inovação criativa em comunidades digitais baseia-se em construir sobre o trabalho prévio, citando a autoria original.	Fácil
38	Ao analisar os Clubes de Computação Criativa (Computer Clubhouses), Resnick destaca a ausência de currículos estruturados. Qual é a finalidade pedagógica dessa escolha?	Fomentar o acesso guiado pelo interesse (drop-in), onde a motivação intrínseca direciona a exploração e a construção de projetos significativos, livres da coerção das avaliações formais e testes padronizados.	Reduzir o custo operacional do clube, eliminando a necessidade de contratar profissionais capacitados em metodologias de ensino de tecnologia aplicada baseada em métricas padronizadas.	Isolar os jovens em baias acústicas para garantir que o desenvolvimento de software ocorra em silêncio absoluto sem a interferência ou colaboração de outros membros da comunidade periférica.	Provar que crianças e adolescentes não possuem capacidade cognitiva para aprender ciência da computação estruturada, mantendo o foco unicamente em entretenimento lúdico e recreação motora sem hardware.	Alternativa A	A ausência de um roteiro fixo permite que o projeto evolua de forma orgânica com base no interesse intrínseco do aprendiz.	Média
39	O conceito de "Ideias Poderosas" (Powerful Ideas), discutido por Resnick, caracteriza-se por:	Fornecer ao aluno novos modelos mentais (lentes) que alteram a sua compreensão de mundo e que podem ser transferidos e aplicados heuristicamente na resolução de problemas em diferentes domínios e contextos cotidianos.	Restringir-se à memorização de datas históricas e constantes matemáticas que são cobradas em exames de admissão universitária sem qualquer conexão com a utilidade prática do estudante.	Ser aplicável unicamente a linguagens de programação de baixo nível que não possuem interface gráfica e requerem compilação local restrita e estática nos microcontroladores em laboratórios fechados elitizados.	Designar algoritmos comerciais desenvolvidos por grandes empresas de tecnologia que devem ser adquiridos pelas secretarias de educação para garantir a padronização curricular mecânica nacional exata quantitativa.	Alternativa A	Ideias poderosas mudam a forma como a pessoa enxerga e estrutura o raciocínio, e não apenas o que ela sabe momentaneamente.	Difícil
40	O debate sobre o "Tempo de Tela" (Screen Time) no livro enfatiza que os pais e educadores devem focar em avaliar:	A natureza da atividade; distinguindo criticamente se a criança atua como consumidora passiva de mídia de entretenimento ou como autora ativa que utiliza o dispositivo para criação sistêmica, expressão lógica e prototipagem.	As configurações de brilho e contraste dos monitores, assumindo que a luz azul é a única variável que afeta o desenvolvimento cognitivo e neurológico de crianças durante o letramento digital oficial nas escolas ativas.	A marca comercial do software operacional utilizado, partindo da premissa de que sistemas abertos são nocivos e sistemas fechados comerciais garantem aprendizagem estruturada por via de hipermemorização automatizada exata.	O total de minutos exatos de uso diário de forma isolada, independentemente se o estudante está programando um jogo, editando um vídeo autoral ou assistindo passivamente a compilações de desenhos animados de consumo sequencial linear.	Alternativa A	O impacto intelectual não é determinado pelo equipamento em si, mas pelo tipo de agência que a criança exerce sobre ele.	Média
41	Resnick critica os aplicativos classificados como "Edutainment". Qual é o principal problema apontado nessas ferramentas?	Elas frequentemente mantêm uma estrutura de instrução passiva (treino e repetição), adicionando apenas recompensas extrínsecas e animações, sem proporcionar agência e autoria genuínas ao aluno.	Elas exigem a programação direta de microprocessadores utilizando linguagens Assembly, o que é inadequado para a educação primária devido ao alto nível de abstração estrutural requerida na digitação estrita mecânica formal analítica.	Elas são baseadas em código aberto, impossibilitando o rastreamento das métricas de desempenho dos alunos pelas diretorias regionais de ensino focadas no controle burocrático avaliativo padronizador métrico hierarquizado.	Elas exigem conectividade de fibra óptica de latência ultrabaixa para simulações termodinâmicas, inviabilizando sua adoção nas escolas públicas das periferias urbanas isoladas de infraestrutura digital técnica comercial utilitária.	Alternativa A	Um exercício mecânico não se torna uma atividade criativa apenas por adicionar um gráfico animado atirando na resposta certa.	Média
42	A "Fluência Tecnológica" é reiteradamente comparada à fluência em um idioma. O que essa analogia busca evidenciar?	Que saber utilizar tecnologia (alfabetização) equivale a ler, enquanto a fluência real exige a capacidade de escrever, ou seja, de expressar ideias próprias, criar sistemas e construir sentido autoral com o meio tecnológico.	Que a tecnologia só deve ser ensinada após a criança dominar completamente a gramática normativa de sua língua materna através de exercícios repetitivos em lousas tradicionais analógicas nas séries introdutórias do ciclo base oficial clássico.	Que a programação requer a memorização prévia de vocabulários extensos em língua estrangeira, impossibilitando a fluência técnica de estudantes sem certificações internacionais de exames de proficiência fonética.	Que o estudo da ciência da computação substituirá integralmente as disciplinas de linguagem nos currículos federais, pois o código binário é a única linguagem válida para a automação do mercado de trabalho global unificado utilitário corporativo.	Alternativa A	O objetivo é o empoderamento de usar a ferramenta (código) para produzir discurso, arte e soluções no mundo, não apenas para consumir comandos predefinidos.	Média
43	Segundo o autor, qual é o papel adequado do educador em um ambiente pautado pelos 4 Ps?	Atuar como catalisador, arquiteto de ambientes e co-aprendiz, criando estruturas que orientam a investigação, encorajam a exploração autônoma e auxiliam a reflexão crítica sem ditar as respostas prontas metodológicas diretas e mecânicas.	Transfomar-se em um avaliador somativo rigoroso focado exclusivamente na métrica de erros de compilação dos projetos desenvolvidos no prazo restrito da avaliação pontual estadual burocratizada padronizada estrita e elitizada clássica focada na competição individual.	Impor o planejamento hierárquico a todos os grupos de trabalho, garantindo que o improviso empírico seja severamente punido com redução da pontuação acadêmica no fechamento do histórico escolar disciplinar formal rígido isolacionista transmissivo exato utilitário.	Delegar inteiramente a gestão da aula a softwares de inteligência artificial de tutoria automatizada, afastando-se do relacionamento interpessoal para exercer unicamente funções administrativas contábeis relativas à manutenção do maquinário institucional.	Alternativa A	O foco do educador muda de "fornecer informação estática" para "facilitar a descoberta empírica" e modelar a atitude científica perante os desafios do design.	Fácil
44	O conceito de "Piso Baixo" (Low Floor) assegura o engajamento inicial na ferramenta. O que o conceito de "Tetos Altos" (High Ceilings) garante no longo prazo no livro?	A ferramenta suporta o avanço intelectual do aluno, permitindo o desenvolvimento de algoritmos complexos e a estruturação de projetos sofisticados sem que a interface o restrinja prematuramente ou o force a trocar de plataforma técnica.	A escola será obrigada a comprar licenças comerciais adicionais anualmente para garantir que os alunos acessem bibliotecas matemáticas bloqueadas na versão gratuita da ferramenta operacional adotada localmente.	O software apresentará limites de memória intencionais para forçar os alunos a trabalharem em grupos isolados e desenvolverem a tolerância à frustração técnica em sistemas obsoletos não interativos lúdicos dinâmicos ou construtivos abertos.	A plataforma focará exclusivamente na avaliação quantitativa, medindo o tempo gasto pelo aluno no sistema para gerar planilhas de assiduidade utilizadas pelo governo na manutenção dos repasses de verbas federais centralizadas estritas normativas exatas.	Alternativa A	A interface deve estender suas capacidades sistêmicas em paralelo ao amadurecimento lógico, estrutural e intencional do aprendiz criador ao longo da jornada.	Média
45	O princípio de "Fornecer Ferramentas, não Soluções" discutido por Resnick visa evitar qual problema metodológico em kits de robótica educacional comerciais?	A supressão da agência criativa e do esforço cognitivo que ocorre quando manuais fechados reduzem a construção a uma montagem mecânica predeterminada sem espaço para ideação autoral, tentativa e erro estrutural ou design iterativo original próprio.	A desorganização das carteiras e o excesso de lixo eletrônico gerado nos laboratórios por alunos inexperientes, o que aumenta exponencialmente o custo de manutenção predial do espaço físico destinado às oficinas tecnológicas de ensino público focado em restrição orçamentária métrica isolada clássica oficial regular.	O desenvolvimento excessivo de competências interpessoais e de oratória durante a fase de ideação, que desviam o foco técnico estrito da disciplina de linguagem de máquina e engenharia de telecomunicações abordada no ensino superior de forma exata e purista isolacionista transmissiva dogmática fechada.	O bloqueio da venda em escala global de plataformas de tecnologia educacional, visto que as ferramentas sem manuais de instrução são incompatíveis com as patentes de licenciamento comercial das corporações fornecedoras dos estados nações centralizados em operação métrica somativa padronizadora avaliativa utilitarista punitiva mecanicista cega.	Alternativa A	Se o resultado exato da construção já foi idealizado e diagramado pelo fabricante, o processo analítico do aluno é reduzido ao de um montador guiado sem autoria do design sistêmico da resolução.	Fácil
46	A integração entre o mundo físico e digital (Computação Física) defendida por Resnick expande a Aprendizagem Criativa porque:	Tira a lógica algorítmica da tela bidimensional e a corporifica, permitindo que os estudantes utilizem sensores para interagir com o ambiente e criar sistemas que respondem fisicamente, atraindo novos perfis de aprendizes pela intersecção com a arte e o design.	Exige o uso obrigatório de maquinário de usinagem industrial pesado, garantindo a formação técnica vocacional para a indústria de automação automotiva antes da conclusão do ensino fundamental obrigatório.	Impede o desenvolvimento do raciocínio matemático abstrato, já que o aluno dependerá permanentemente do hardware para confirmar se a sintaxe textual inserida na compilação estrutural está perfeitamente alinhada aos protocolos de comunicação de rede locais corporativos fechados.	Restringe o acesso às oficinas tecnológicas apenas aos estudantes que demonstram alto desempenho físico e motor nas avaliações esportivas, criando um funil de entrada baseado em resistência orgânica e fisiológica em vez de interesse intelectual ou cognitivo dedutivo construtivista sistêmico.	Alternativa A	A computação física borra as fronteiras isoladas entre a ciência da computação abstrata e a invenção material empírica tangível do dia a dia do estudante.	Média
47	Ao defender a avaliação baseada em projetos, Resnick critica as provas padronizadas somativas porque elas falham sistematicamente em medir:	Competências fundamentais para o Pensador Criativo Sistêmico, como a capacidade de depurar problemas imprevistos, iterar sobre um design, colaborar horizontalmente, sustentar o esforço e expressar ideias originais e sistêmicas ao longo de um percurso investigativo analítico prático construtivo reflexivo integrado.	A habilidade de memorização mecânica de matrizes logarítmicas de base dez exigidas para o cálculo estrutural de redes de telecomunicações avançadas em curto período temporal isolado estático e cronometrado pontualmente por inspetores federais engessados conteudistas unilaterais transmissivos passivos cegos e elitizados normativos.	O tempo exato de retenção visual do aluno na interface gráfica principal do sistema educacional comercial adotado pela diretoria acadêmica com fins de renovação anual do licenciamento corporativo fechado de métrica excludente e pragmática restritiva isolada clássica conservadora competitiva elitista e utilitarista pontual somatória unilateral formal.	A velocidade bruta de digitação alfanumérica em teclados no padrão internacional QWERTY, habilidade central considerada pelo autor como o núcleo metodológico do construcionismo de base escolar unificado mecânico diretivo estrito passivo e linear hierarquizado isolacionista pragmático purista e conservador dogmático cego e estagnado no tempo de uso da máquina física.	Alternativa A	Provas de múltipla escolha medem respostas estanques em condições artificiais isoladas, ignorando a capacidade orgânica real do estudante de resolver problemas complexos ao longo do tempo.	Fácil
48	O que a etapa "Brincar" (Play) da Espiral exige do ambiente de aprendizagem para que ela ocorra de forma metodologicamente produtiva?	Um espaço sociotécnico que elimine o medo paralisante da reprovação e da penalidade por erros, encorajando a investigação iterativa heurística, a curiosidade tátil e a assunção de riscos lógicos como parte estrutural e validada do processo de descoberta autoral.	A imposição de silêncio absoluto e isolamento acústico nas cabines de operação computacional para garantir a ausência de estímulos externos distratores da tarefa de cópia textual algorítmica imposta nos manuais escolares diretivos métricos avaliativos exatos formais dogmáticos tradicionais punitivos conservadores e conteudistas passivos transmissivos.	O uso exclusivo de hardwares virtuais simulados que não possuem representação no mundo real, evitando qualquer tipo de interação motora ou de colaboração entre a equipe técnica designada para o cumprimento da meta instrucional mecânica fechada estrita determinista linear utilitária e pragmática excludente competitiva somatória isolada cega.	A formulação de um contrato jurídico assinado pelos pais dos estudantes garantindo que nenhum equipamento será testado fora de suas especificações de fábrica originais corporativas, proibindo qualquer experimentação ou modificação criativa por questões de responsabilidade civil burocrática institucional escolar governamental unificada.	Alternativa A	Brincar com o problema estrutural lógico requer a liberdade intelectual para errar empiricamente sem a consequência punitiva estática de ter a nota do boletim rebaixada na média oficial final da disciplina técnica teórica.	Média
49	No desenvolvimento do Scratch, por que os blocos de comando foram projetados intencionalmente sem formatos de encaixe universais?	Para fornecer feedback visual imediato sobre a sintaxe, indicando naturalmente quais comandos fazem sentido lógico juntos, eliminando erros tipográficos estruturais iniciais que interromperiam a fluência e o raciocínio semântico do projeto iterativo do usuário principiante na plataforma de programação gráfica ativa.	Para obrigar a escola a adquirir periféricos de entrada especiais projetados exclusivamente para interpretar as variadas formas geométricas da plataforma gráfica comercial estadual fechada restritiva excludente competitiva elitista normatizada burocrática clássica formal estática mecânica pontual pragmática cega exata.	Para aumentar intencionalmente a dificuldade da programação, garantindo o Piso Alto e filtrando os alunos com déficit de percepção visual para outras disciplinas não tecnológicas no currículo municipal estrito isolacionista transmissivo avaliativo métrico diretivo dogmático purista conservador e passivo somatório punitivo fechado conteudista.	Para proteger os algoritmos de propriedade intelectual contra pirataria cibernética, uma vez que a disposição geométrica atua como uma chave criptográfica que impede a execução offline do código fonte aberto orgânico estrutural descentralizado colaborativo interativo vivo dialógico empático inclusivo plástico contínuo autêntico real.	Alternativa A	A restrição física na forma geométrica do bloco guia organicamente a arquitetura lógica e remove o atrito mecânico oriundo da sintaxe clássica baseada na digitação de símbolos estritos de texto da linguagem convencional procedimental.	Média
50	Qual é a principal distinção que Resnick faz entre "Colaboração" e a simples "Divisão de Tarefas" no pilar "Pares"?	A colaboração autêntica exige troca contínua de ideias, iteração conjunta, negociação de significados e mentoria mútua durante a arquitetura do projeto, enquanto a divisão de tarefas apenas segrega o trabalho em ilhas estanques que não se comunicam heuristicamente sobre a base sistêmica do artefato global.	A divisão de tarefas utiliza plataformas em nuvem para sincronizar arquivos de texto, enquanto a colaboração ocorre exclusivamente de forma analógica em lousas brancas sem a utilização de qualquer dispositivo de silício no recinto escolar clássico conservador formal estático mecânico isolado utilitário pragmático exato conteudista.	A colaboração é aplicável unicamente na fase de documentação estética do produto final, reservando a divisão de tarefas para a codificação binária profunda realizada pelos estudantes considerados geneticamente aptos pela direção do conselho acadêmico avaliativo restritivo punitivo excludente dogmático elitista mecânico somatório linear fechado competitivo.	Não existe distinção qualitativa real; ambos os processos representam a tentativa de introduzir métodos de gerenciamento corporativo nas escolas submetidas às métricas industriais de alta produtividade quantitativa pontual transmissiva passiva burocrática oficial e engessada no tempo rígida purista cega e exata hierarquizada normatizada.	Alternativa A	Em um autêntico projeto colaborativo, o grupo pensa a estrutura da solução inteira em conjunto contínuo; na divisão de tarefas burocrática linear, a visão sistêmica global analítica perde-se integralmente na fragmentação isolada das partes separadas da execução técnica métrica final.	Difícil
